ID,Category,Sales,Quantity,Discount,Region,Customer_Satisfaction,Profit,Product_Code,Date,Status,Supplier
2790,B,4873.352021987854,41,0.15405394926488108,North,4,577.7245315663745,8115,2027-08-21,Delivered,Supplier A
2791,A,3057.7708858786236,17,0.4668457637664398,North,4,1225.9436518147522,3157,2027-08-22,Returned,Supplier C
2792,B,3322.0047620802025,9,0.4696163855749701,West,1,14.055225507485375,4204,2027-08-23,Pending,Supplier A
2793,D,1129.6627780285262,11,0.22522214760333248,East,4,273.9902044085486,4240,2027-08-24,Delivered,Supplier A
2794,A,1292.161232961342,13,0.33068042792936675,West,1,883.1792896202996,2911,2027-08-25,Delivered,Supplier A
2795,B,2180.847730323081,25,0.28276866370962145,East,5,1181.14850623955,2046,2027-08-26,Delivered,Supplier A
2796,B,1310.8511143937824,34,0.32977569729497785,North,5,1692.5671327103773,5802,2027-08-27,Returned,Supplier B
2797,B,2562.869817950311,43,0.18277622301408936,East,2,216.34753834888818,2171,2027-08-28,Pending,Supplier C
2798,B,3598.033154883532,41,0.3860118044113383,East,3,1916.3340498172788,7582,2027-08-29,Shipped,Supplier B
2799,B,4677.653330414775,2,0.038190867497749914,North,4,-217.69363040942744,9019,2027-08-30,Returned,Supplier C
2800,A,2822.8418875320563,24,0.3254442650842214,West,4,665.0822551454648,1873,2027-08-31,Shipped,Supplier A
2801,D,1456.0792379285492,47,0.35446067976547363,East,3,1443.8879083839056,7541,2027-09-01,Shipped,Supplier B
2802,B,2154.9850747050154,8,0.15724453206399747,North,4,653.3003800215463,7890,2027-09-02,Delivered,Supplier C
2803,C,3775.5114578115245,5,0.06758679918489013,West,4,1727.8827046913898,9230,2027-09-03,Delivered,Supplier A
2804,A,2783.1321541795946,28,0.19005744783908396,East,2,1223.3767278287833,6566,2027-09-04,Delivered,Supplier C
2805,D,3560.0787134728503,30,0.3601423696171532,West,1,1549.39756386595,6870,2027-09-05,Shipped,Supplier B
2806,B,2093.4874387001137,39,0.3579424910031431,North,4,1987.819476240284,5609,2027-09-06,Returned,Supplier B
2807,D,1050.535480126564,47,0.3265824541515724,South,3,-195.20574044003433,3761,2027-09-07,Returned,Supplier C
2808,A,3335.488666115471,46,0.20008684077301886,North,2,1285.9658529666422,4827,2027-09-08,Returned,Supplier B
2809,A,4280.055091574468,43,0.3402261478451082,East,2,1742.6581258690317,8134,2027-09-09,Delivered,Supplier C
2810,B,4236.790553830511,2,0.2929363686204872,West,5,1930.263901674417,2076,2027-09-10,Shipped,Supplier C
2811,B,4950.449609208627,7,0.15592662037968869,East,4,1327.0187226728349,5879,2027-09-11,Pending,Supplier B
2812,B,1270.4833925638422,45,0.4514091389553759,South,2,1040.927485289804,2925,2027-09-12,Shipped,Supplier B
2813,A,4755.559353414183,8,0.3815996204267989,North,2,1613.675897864723,2906,2027-09-13,Delivered,Supplier A
2814,C,2055.602919057519,20,0.12041676690096287,East,4,-367.59411104488197,4537,2027-09-14,Pending,Supplier A
2815,D,3951.9355483167305,11,0.4156439749176662,South,4,-35.76855398765798,2937,2027-09-15,Delivered,Supplier A
2816,B,2355.172342600062,33,0.14456514147410743,East,5,1903.7041073037858,4864,2027-09-16,Returned,Supplier A
2817,C,4007.077081554096,2,0.04492133140586385,East,3,1459.8489344374411,3368,2027-09-17,Returned,Supplier B
2818,D,2104.729601614461,20,0.3898683451489867,South,2,-79.46123486185633,6690,2027-09-18,Returned,Supplier B
2819,C,2568.25404992892,21,0.14549180824492497,South,5,-267.9115784674761,3898,2027-09-19,Shipped,Supplier B
2820,D,2254.2667792623333,47,0.14804864563156195,West,5,-93.86879586048485,1124,2027-09-20,Shipped,Supplier B
2821,D,1998.8820842744549,15,0.24025424333012219,East,2,1474.6242351241233,1889,2027-09-21,Shipped,Supplier A
2822,C,3476.124401937524,14,2.945692278494283e-05,North,1,158.66170357570672,2098,2027-09-22,Shipped,Supplier A
2823,A,4906.658209272068,44,0.41975811366494326,East,1,818.2971246842908,2344,2027-09-23,Pending,Supplier B
2824,B,4494.94759084256,6,0.09910777588110803,West,4,1203.879928503621,7981,2027-09-24,Pending,Supplier C
2825,A,4368.297441656747,29,0.14126081206542335,South,1,678.5585239245463,7397,2027-09-25,Shipped,Supplier B
2826,D,1205.273908083477,8,0.06726303467467593,North,1,271.6219146327319,6068,2027-09-26,Delivered,Supplier B
2827,D,2516.2142997035908,33,0.36505813340395094,West,1,369.08467105381806,5841,2027-09-27,Delivered,Supplier A
2828,C,2655.2955104250987,8,0.061282472247444764,South,3,-468.1528799388594,8692,2027-09-28,Delivered,Supplier A
2829,D,3730.766591355973,16,0.3390107024384155,West,5,251.29131315480743,9444,2027-09-29,Pending,Supplier B
2830,C,2888.397542438922,49,0.4068916984679576,East,2,1433.978140538356,2561,2027-09-30,Delivered,Supplier A
2831,A,4622.193700060425,40,0.4101336795238541,South,4,1213.8798768644706,7585,2027-10-01,Delivered,Supplier B
2832,A,4914.930353044072,10,0.05200074499965118,South,2,-341.6282409282585,1867,2027-10-02,Returned,Supplier A
2833,A,2526.3848531930753,27,0.42907646892334733,North,3,1776.5479109551775,6447,2027-10-03,Returned,Supplier C
2834,D,4802.3159402658985,4,0.43091551511690307,North,5,-310.5344495098351,2730,2027-10-04,Delivered,Supplier B
2835,A,4938.207221379815,13,0.06845702945551796,North,5,1111.7771342121978,8959,2027-10-05,Pending,Supplier A
2836,D,2149.8218370952663,1,0.2962449915304218,East,4,899.0244782231453,9400,2027-10-06,Returned,Supplier A
2837,B,1767.9413096915032,30,0.12105031011835965,East,3,1023.9801817937628,8791,2027-10-07,Delivered,Supplier B
2838,A,2777.0208748396435,24,0.041926807070234384,East,1,136.72005172988156,3189,2027-10-08,Delivered,Supplier B
2839,D,3993.5006106707024,40,0.06582818984578576,East,2,15.445657548107306,5747,2027-10-09,Returned,Supplier B
2840,D,1442.3276896186965,11,0.45776867081327083,East,4,-83.57434413091681,1722,2027-10-10,Returned,Supplier C
2841,B,3944.322109104248,45,0.08331172048478347,East,4,1270.1726921932254,7550,2027-10-11,Pending,Supplier B
2842,B,1002.9538335208516,17,0.2641467916404815,East,3,-468.5950938175422,9259,2027-10-12,Delivered,Supplier B
2843,B,4610.928532265035,10,0.10494564382802696,North,5,-364.0006109467473,7456,2027-10-13,Delivered,Supplier A
2844,D,1469.2254337838367,42,0.33066817950528177,West,4,1408.608891322877,3374,2027-10-14,Pending,Supplier B
2845,A,4872.0194841959465,17,0.3137404235342757,South,3,1893.318395181032,5076,2027-10-15,Pending,Supplier A
2846,B,4585.370599250366,22,0.4401454133413228,North,3,1315.5143110293718,5930,2027-10-16,Pending,Supplier A
2847,A,4731.511324064441,41,0.07234315603811059,South,5,146.64879961069596,9804,2027-10-17,Delivered,Supplier A
2848,D,1401.214993063155,4,0.36099705186561815,West,2,1340.6344540638522,8989,2027-10-18,Returned,Supplier A
2849,D,3896.693948510997,32,0.058960553782681335,East,3,837.0323844926957,7816,2027-10-19,Pending,Supplier A
2850,D,1055.4590414023312,3,0.04688873793471843,North,1,47.92011710207089,3329,2027-10-20,Delivered,Supplier B
2851,B,3811.592682191233,36,0.036528797482724695,South,2,-331.074125443455,1584,2027-10-21,Delivered,Supplier C
2852,D,2347.378862066552,44,0.05177612647203189,East,5,740.5555408971088,6641,2027-10-22,Returned,Supplier C
2853,D,4286.041408656889,8,0.11425958038359474,South,4,-167.92127775895347,1495,2027-10-23,Returned,Supplier C
2854,B,4760.314639462345,34,0.46318687417497617,West,1,381.9011611264133,3549,2027-10-24,Returned,Supplier B
2855,A,2605.527977778075,10,0.43417030218663294,West,3,745.8255762710312,7504,2027-10-25,Shipped,Supplier A
2856,A,3411.7653439335704,36,0.05731660018112178,North,4,546.9091654082042,8199,2027-10-26,Shipped,Supplier C
2857,C,4692.119340440661,7,0.48037469456960163,North,2,1251.8304218609608,8405,2027-10-27,Delivered,Supplier C
2858,B,2424.49918604873,18,0.36933300348684556,South,2,601.3797068510123,1234,2027-10-28,Delivered,Supplier B
2859,A,1523.4630739281201,14,0.3327131622913798,North,2,671.0246702063864,5465,2027-10-29,Returned,Supplier A
2860,C,3372.502401372515,2,0.4638645130111731,West,1,368.40180681193567,1376,2027-10-30,Returned,Supplier C
2861,D,1304.5222392310238,19,0.32009832761494356,East,5,-456.0115615815692,4976,2027-10-31,Delivered,Supplier B
2862,A,2856.679784560535,47,0.36036499216506684,West,3,-464.5606867755029,2607,2027-11-01,Delivered,Supplier B
2863,A,4156.234910133637,1,0.10771270156492235,North,1,129.65916183104787,3800,2027-11-02,Returned,Supplier C
2864,C,4680.125324247136,32,0.29728053518739145,South,2,-207.45401979720924,5575,2027-11-03,Returned,Supplier C
2865,C,1839.8357214276343,44,0.18116372355265165,West,3,130.0364340607132,8997,2027-11-04,Returned,Supplier C
2866,C,2320.63519479606,42,0.21870129348630873,North,1,1477.3339069266672,5828,2027-11-05,Returned,Supplier A
2867,C,1232.7515013932812,29,0.14596803807484676,East,2,1873.4542236153316,2780,2027-11-06,Pending,Supplier A
2868,D,1465.3297003542507,3,0.2308812594274055,North,1,840.7938245218227,8395,2027-11-07,Shipped,Supplier C
2869,B,3238.759801498061,4,0.3210817710565403,North,4,-334.769633480846,3215,2027-11-08,Returned,Supplier C
2870,C,2238.5426357741426,25,0.04911878243519763,West,2,1798.7006431641062,3203,2027-11-09,Shipped,Supplier B
2871,C,4292.214297931828,7,0.15257379733500742,North,1,226.72915820739843,4797,2027-11-10,Delivered,Supplier B
2872,A,1267.159627406773,1,0.3331406902275944,East,1,248.00038437852186,5972,2027-11-11,Pending,Supplier A
2873,B,2443.810442978507,38,0.36992258976549824,East,5,1954.4160345770688,6666,2027-11-12,Pending,Supplier C
2874,B,1496.319167080444,10,0.019281659057826805,West,4,447.0237284993402,1601,2027-11-13,Shipped,Supplier C
2875,A,2217.3025277198713,21,0.4278824034036873,East,1,548.1547951767502,2562,2027-11-14,Delivered,Supplier B
2876,B,3968.911490625886,13,0.398706072590523,West,5,1565.964567165936,4507,2027-11-15,Delivered,Supplier C
2877,A,4376.134764680006,27,0.2044918275244022,East,4,835.9255616879482,7423,2027-11-16,Shipped,Supplier A
2878,C,3142.123153498067,24,0.36883402806360294,South,4,587.81160019146,5055,2027-11-17,Returned,Supplier C
2879,D,4765.351579426562,43,0.3294520622164134,South,5,1420.265387793534,8614,2027-11-18,Pending,Supplier A
2880,B,1494.1073101006675,26,0.14555189340953228,South,1,742.8294697279684,6277,2027-11-19,Pending,Supplier A
2881,C,2728.2280141289884,27,0.003494261489993822,East,1,327.1265172713496,1270,2027-11-20,Delivered,Supplier A
2882,A,1394.4143392078265,33,0.4367499748125504,East,4,-245.1853353834267,1073,2027-11-21,Delivered,Supplier C
2883,A,2060.3636571753427,33,0.4659274346981755,West,4,1925.0032347234446,4337,2027-11-22,Pending,Supplier C
2884,A,4113.2455269132515,4,0.1426292611616587,West,1,1513.6462416736238,5085,2027-11-23,Returned,Supplier B
2885,A,3150.8261581632887,42,0.09522956408447236,West,2,1937.628434409663,1225,2027-11-24,Returned,Supplier B
2886,D,1099.2802266333483,44,0.2367246660323355,East,1,832.4985573285148,8938,2027-11-25,Shipped,Supplier A
2887,C,3907.029787426168,5,0.09453425218246286,South,2,165.6400148299574,7753,2027-11-26,Returned,Supplier B
2888,C,4787.275806078409,28,0.2725741628705511,North,3,909.1062944621658,5833,2027-11-27,Pending,Supplier B
2889,A,3531.9863053816184,24,0.40320852484072445,East,5,-204.41634564895435,3813,2027-11-28,Returned,Supplier A
2890,C,1929.2907153655783,49,0.45417922508150893,East,4,815.355023910294,6216,2027-11-29,Shipped,Supplier B
2891,D,1691.388703956331,33,0.1080153542809596,South,3,1462.3491524162876,8433,2027-11-30,Shipped,Supplier C
2892,B,2489.3215292152654,3,0.31500320737865883,North,2,212.3008410639228,4966,2027-12-01,Pending,Supplier A
2893,C,2289.960166418593,27,0.316172284098491,North,2,1148.5795607478644,1770,2027-12-02,Returned,Supplier A
2894,B,1832.278720184633,10,0.2624678678116722,East,4,1154.8242102121737,5648,2027-12-03,Pending,Supplier C
2895,C,3993.9628787147426,11,0.09005731850446502,North,3,963.1704727770614,3470,2027-12-04,Returned,Supplier C
2896,A,3080.6999641311027,45,0.4962769433942864,South,4,1966.650883524845,9778,2027-12-05,Delivered,Supplier C
2897,A,1877.8147810176984,31,0.18260362695653815,West,1,1599.715655337789,4750,2027-12-06,Shipped,Supplier B
2898,A,3982.6413304132057,32,0.2631769406897206,South,2,556.207350825302,6582,2027-12-07,Pending,Supplier B
2899,D,1859.3655421847593,28,0.07384195522269005,South,5,1009.1360365034002,1287,2027-12-08,Shipped,Supplier B
2900,A,3046.8962065479864,10,0.2263422584518312,West,1,619.4592424566624,1537,2027-12-09,Returned,Supplier A
2901,C,2436.322724119655,8,0.205188065086296,West,4,1742.3032902333885,7522,2027-12-10,Delivered,Supplier A
2902,C,1643.6186892122723,11,0.12165758859471293,South,2,943.9297031941942,9363,2027-12-11,Delivered,Supplier C
2903,B,4272.365416855802,19,0.47456032111720026,East,5,-137.25306183582734,8313,2027-12-12,Shipped,Supplier B
2904,C,1934.8727629416053,22,0.10432129037351362,East,5,944.9574107442147,2980,2027-12-13,Delivered,Supplier A
2905,D,3808.1358775756275,16,0.12131978132950799,North,2,70.53079231174252,5830,2027-12-14,Delivered,Supplier C
2906,B,3625.771920162122,29,0.49858194519986304,East,3,871.5666054894948,9477,2027-12-15,Returned,Supplier C
2907,D,4858.931575037589,1,0.08518878529682472,South,4,1013.1251071466022,2694,2027-12-16,Shipped,Supplier A
2908,C,2672.193693187618,22,0.1768446947473271,West,3,1790.851289028457,4320,2027-12-17,Pending,Supplier A
2909,C,2651.9506420316698,42,0.24165385052805438,East,2,1926.4167758976669,2018,2027-12-18,Delivered,Supplier B
2910,B,3390.0236790037357,37,0.0852959070911421,East,1,1144.1410740270042,5074,2027-12-19,Returned,Supplier C
2911,C,3885.5934997389763,41,0.24498223822737314,North,1,-261.2664650012457,7317,2027-12-20,Returned,Supplier B
2912,B,1091.701565669609,28,0.20318554173647385,North,2,863.8512640322253,3253,2027-12-21,Shipped,Supplier C
2913,A,1324.1028315000576,7,0.3879913243637856,West,3,725.98313460135,2483,2027-12-22,Shipped,Supplier C
2914,A,4541.7189423546,28,0.47607711990223106,West,2,376.56460581617387,8906,2027-12-23,Delivered,Supplier C
2915,D,2699.405685908078,29,0.37496476771242326,North,5,-365.75067202890426,8642,2027-12-24,Shipped,Supplier B
2916,C,4991.523146936874,48,0.26173576310870095,West,3,257.9531278833507,9312,2027-12-25,Pending,Supplier A
2917,C,2926.0978699472303,22,0.23014738273493163,North,3,899.1815889518059,5757,2027-12-26,Delivered,Supplier B
2918,A,1298.2912993278348,13,0.019062039727311797,East,3,469.5737351658121,9254,2027-12-27,Returned,Supplier B
2919,C,4907.666817659052,25,0.47550657487497644,East,4,1485.1078169372918,8141,2027-12-28,Shipped,Supplier A
2920,B,3462.4488826485726,16,0.1256337931302971,North,4,-156.37430413653158,4608,2027-12-29,Pending,Supplier B
2921,C,2846.194903917891,19,0.37525489543407475,South,3,1333.6051618907295,4800,2027-12-30,Pending,Supplier A
2922,B,1049.4114140771114,41,0.4273790630058588,South,3,509.4882510670483,4446,2027-12-31,Delivered,Supplier B
2923,D,3584.475581585052,48,0.13153375023636577,South,2,1216.0077491138902,5409,2028-01-01,Returned,Supplier A
2924,D,3169.9019608056265,28,0.11962092122065549,East,3,220.56799163190135,4949,2028-01-02,Shipped,Supplier A
2925,C,3975.5839595666785,14,0.49882725585352283,East,1,610.0709265407977,2288,2028-01-03,Returned,Supplier A
2926,D,1262.3348525358704,21,0.13332700913565326,North,1,318.19239172975904,5010,2028-01-04,Delivered,Supplier B
2927,B,2933.7820052649568,21,0.4953372566037504,South,1,1697.1788519860738,6151,2028-01-05,Shipped,Supplier B
2928,C,3363.2523583553975,10,0.4200110849116641,North,1,275.76324167598136,2718,2028-01-06,Shipped,Supplier B
2929,B,1646.4267709617366,41,0.303949028532038,West,1,1052.4491164816172,6363,2028-01-07,Delivered,Supplier B
2930,C,3910.0112154055505,47,0.31710242115495596,South,2,171.35345772007634,2687,2028-01-08,Delivered,Supplier C
2931,C,1926.8497693512172,30,0.2162231803841289,West,2,265.4396342017292,2795,2028-01-09,Returned,Supplier C
2932,B,3672.096079442935,5,0.47172657582538774,West,3,783.1869349907411,6195,2028-01-10,Delivered,Supplier B
2933,D,2993.505773345951,1,0.23546186231596306,North,3,-141.49946884114956,4080,2028-01-11,Pending,Supplier C
2934,C,2585.6245905956694,23,0.050428186266554875,South,5,1565.8921276507212,2253,2028-01-12,Delivered,Supplier A
2935,B,2656.5212857661663,31,0.45711530793782823,North,1,1098.7516773692914,2424,2028-01-13,Returned,Supplier A
2936,B,2141.1463759920507,2,0.36537676724303375,North,1,888.8407469529798,8312,2028-01-14,Delivered,Supplier B
2937,B,4372.344290015755,5,0.48275747293706206,North,5,356.60232047322734,9176,2028-01-15,Pending,Supplier C
2938,C,3397.2619961991513,47,0.36436441300919853,West,2,1499.6838983303076,1592,2028-01-16,Delivered,Supplier A
2939,B,4805.022452688525,5,0.40259860578720613,South,4,1665.5739870455377,5106,2028-01-17,Shipped,Supplier A
2940,B,4249.3805355695185,47,0.450748438369697,East,1,601.2116386559405,3334,2028-01-18,Delivered,Supplier B
2941,A,3961.09220777316,48,0.4159904148051801,East,3,100.32404444469478,6116,2028-01-19,Pending,Supplier C
2942,D,1790.347413622986,27,0.1368505606100902,North,2,1202.8545428343077,6095,2028-01-20,Returned,Supplier C
2943,C,1882.712051235897,7,0.4767813227360747,North,5,1904.857394449847,3463,2028-01-21,Returned,Supplier A
2944,A,2998.9131761165945,13,0.4798106599478442,East,1,-445.86496974989296,7511,2028-01-22,Pending,Supplier A
2945,A,1316.8386389821444,43,0.22643072569624728,West,2,1070.1122118560063,1008,2028-01-23,Delivered,Supplier B
2946,C,1050.5999818061443,13,0.2772401184218094,North,3,1196.2945717698938,9313,2028-01-24,Returned,Supplier A
2947,A,1524.5182869246078,8,0.4686548084676881,West,5,1410.3355667586484,3583,2028-01-25,Delivered,Supplier B
2948,C,4216.165845781179,38,0.266787778432291,North,5,813.6285549900103,7935,2028-01-26,Shipped,Supplier B
2949,C,3475.219348629197,10,0.109954023025572,South,1,380.6243048952298,2775,2028-01-27,Delivered,Supplier A
2950,D,3050.0273633689926,48,0.32288552900386647,North,3,-436.29402358313956,9506,2028-01-28,Shipped,Supplier C
2951,D,3570.81987510375,6,0.352286406167707,South,4,901.0923005117561,6570,2028-01-29,Returned,Supplier B
2952,B,2710.7893586860137,31,0.3366407164447531,North,2,1399.1170258999496,4065,2028-01-30,Delivered,Supplier A
2953,A,4622.1406176376,31,0.36951584743821847,South,1,658.1506682485276,9653,2028-01-31,Returned,Supplier A
2954,D,1574.0273416637658,43,0.06421768336410233,East,3,840.5609442175125,3165,2028-02-01,Returned,Supplier A
2955,A,1168.8051908971736,11,0.13485411619197663,East,2,768.3279182116983,3082,2028-02-02,Shipped,Supplier C
2956,B,4536.527450405158,4,0.3948664764751058,West,2,-418.78183883416335,1705,2028-02-03,Delivered,Supplier C
2957,B,4451.6262167156165,18,0.044059690213940184,East,5,22.66574427667797,5290,2028-02-04,Delivered,Supplier C
2958,D,1534.0264067553676,37,0.4990824853987189,East,2,343.64832678087646,7674,2028-02-05,Pending,Supplier B
2959,A,4152.444487704603,36,0.35344269845161147,West,1,1795.3470633809648,6817,2028-02-06,Returned,Supplier B
2960,A,4716.502478655177,47,0.006198272950954653,West,1,525.8728606923639,3311,2028-02-07,Shipped,Supplier C
2961,B,2767.672326217126,2,0.48374357313112687,East,3,-95.32402464090109,7536,2028-02-08,Shipped,Supplier B
2962,C,2092.3787973695403,14,0.03968215851557283,North,2,-241.90022654056548,2521,2028-02-09,Shipped,Supplier B
2963,D,2126.005620753145,46,0.4557590047825999,North,4,994.204663813879,5903,2028-02-10,Delivered,Supplier A
2964,C,3152.2243303226137,44,0.39353758778672704,South,4,647.1865555977829,1785,2028-02-11,Pending,Supplier B
2965,C,2364.9029905243447,25,0.10698028401036919,East,3,1111.9726220492473,2933,2028-02-12,Shipped,Supplier A
2966,C,1093.6592308373067,27,0.021738039592350045,South,1,1228.2649885740514,4753,2028-02-13,Pending,Supplier A
2967,C,2956.792453647233,11,0.03738048179102982,North,4,-180.20402512428683,4570,2028-02-14,Pending,Supplier C
2968,A,4193.173653680295,20,0.18124152408735178,West,5,1898.010872300793,2087,2028-02-15,Delivered,Supplier A
2969,C,3562.0538226121275,1,0.3032665636021933,East,1,504.79743131051737,6278,2028-02-16,Returned,Supplier A
2970,C,2514.831474889841,3,0.13537709832963135,South,2,1458.012557815006,3386,2028-02-17,Shipped,Supplier C
2971,B,4998.476851584393,41,0.3486436557475406,West,1,578.625251310463,1095,2028-02-18,Returned,Supplier C
2972,C,4258.115377992088,21,0.41737124449613233,West,3,909.4313698810206,4897,2028-02-19,Pending,Supplier A
2973,B,1952.3506316642588,28,0.3130000334175683,West,5,1367.7644077696996,4497,2028-02-20,Shipped,Supplier B
2974,C,2719.778127119418,41,0.37357070627263333,West,4,957.3324176042463,3764,2028-02-21,Shipped,Supplier B
2975,B,2293.492828280755,29,0.46639870785320475,East,2,-364.36672464124115,2963,2028-02-22,Pending,Supplier A
2976,B,4640.657057270406,24,0.009675368883185653,South,5,186.64815566420395,5427,2028-02-23,Delivered,Supplier C
2977,A,3540.836727838407,36,0.35126053520612477,West,3,208.80910287366737,8044,2028-02-24,Pending,Supplier C
2978,B,1344.204860228151,21,0.19987945393311585,West,4,1237.3793972380045,2378,2028-02-25,Delivered,Supplier B
2979,D,1238.8777616483026,9,0.49908206082814766,North,3,1546.687937591766,1903,2028-02-26,Delivered,Supplier A
2980,B,4187.354946931051,36,0.4532102582527642,East,4,162.43038566940334,5441,2028-02-27,Delivered,Supplier B
2981,B,1202.7572272780617,35,0.33965626619343775,East,2,-337.54757875130116,1997,2028-02-28,Delivered,Supplier B
2982,A,4345.6405106427865,21,0.07915883037194449,East,1,2.695529337388848,5473,2028-02-29,Returned,Supplier B
2983,A,2727.345830007086,32,0.43253680122018634,North,2,1808.112473893912,6209,2028-03-01,Returned,Supplier C
2984,A,3563.948594599129,43,0.24119698421193342,North,3,1730.5956954808235,9355,2028-03-02,Returned,Supplier A
2985,B,2365.665588628643,10,0.08059209748812435,South,2,991.2243353720162,7368,2028-03-03,Delivered,Supplier B
2986,B,2496.650984056545,3,0.29966066811262654,East,2,-330.1519376227259,1938,2028-03-04,Shipped,Supplier B
2987,A,1457.3869103520792,9,0.4126735183510011,South,1,-152.51927338092617,6697,2028-03-05,Shipped,Supplier A
2988,A,4810.191575778641,25,0.26129417562541196,West,3,1974.4259223817176,5331,2028-03-06,Delivered,Supplier B
2989,C,3415.6447648494304,7,0.4593851610082314,East,3,463.59090551039947,2535,2028-03-07,Pending,Supplier A
2990,C,2731.838720261743,11,0.22205315395273645,East,1,108.53425450020848,9434,2028-03-08,Returned,Supplier B
2991,A,2242.7964402270463,1,0.21300316049073442,South,1,1454.1164086620865,4567,2028-03-09,Pending,Supplier A
2992,D,4354.956909759063,4,0.36299948218147604,East,4,560.5185325769296,2892,2028-03-10,Pending,Supplier B
2993,B,4241.780665495836,10,0.010778115169289615,East,3,-432.52847487286647,4429,2028-03-11,Shipped,Supplier B
2994,A,1315.5080209620266,3,0.18079743328907327,North,2,53.306990938749436,8453,2028-03-12,Shipped,Supplier A
2995,B,1834.8233059243616,3,0.16274820910953075,East,4,347.65493952760926,8580,2028-03-13,Returned,Supplier C
2996,D,2515.710825046049,39,0.026605098849882047,East,2,743.8735935518614,2414,2028-03-14,Shipped,Supplier B
2997,D,1741.2445246101265,3,0.20190249373418323,East,4,1511.9844176945162,3546,2028-03-15,Delivered,Supplier C
2998,C,1051.2912095504903,40,0.08892735668274548,East,2,1250.2422162051464,8132,2028-03-16,Pending,Supplier A
2999,D,4180.119542392501,5,0.0016225233993029664,West,1,417.8169119035789,4136,2028-03-17,Shipped,Supplier A
3000,A,3378.5106176894105,9,0.13894298845518388,West,3,-126.24377600294486,4460,2028-03-18,Pending,Supplier C
3001,D,2907.5067290192683,6,0.4553822897199203,South,3,1270.6021734655058,8368,2028-03-19,Delivered,Supplier B
3002,C,4855.076847119175,43,0.26079058841499314,North,5,1221.3091005053932,6931,2028-03-20,Delivered,Supplier A
3003,B,4719.603850200368,1,0.005507219743282998,West,1,794.1820554288422,1154,2028-03-21,Shipped,Supplier C
3004,B,4978.71339185748,32,0.4742615125466665,North,2,1895.3484396743834,6063,2028-03-22,Pending,Supplier C
3005,B,2353.3078976047404,25,0.4310181904696055,East,2,58.86815089298773,5101,2028-03-23,Shipped,Supplier B
3006,B,1448.2796648784047,6,0.3655823285279942,West,3,646.0658281393626,7125,2028-03-24,Delivered,Supplier B
3007,A,4636.632877820772,39,0.4395146943947723,West,3,1263.7937621202586,3919,2028-03-25,Returned,Supplier B
3008,D,2590.408954139071,9,0.1325567604399902,West,2,1490.83230918563,2326,2028-03-26,Returned,Supplier C
3009,A,4094.05417937678,30,0.008792987858160017,North,5,-273.89509959431996,8596,2028-03-27,Delivered,Supplier C
3010,A,1636.7472244016951,32,0.30930857222167546,North,1,1874.8208928388908,7071,2028-03-28,Returned,Supplier A
3011,D,2103.4820368564847,10,0.38069471989765724,North,4,-320.17673245036224,1724,2028-03-29,Returned,Supplier B
3012,D,3250.881690093458,11,0.46784882380217624,East,5,773.3140448047914,7160,2028-03-30,Pending,Supplier C
3013,B,2663.980394829886,9,0.1564221380179205,North,5,362.58882523559816,9088,2028-03-31,Returned,Supplier B
3014,A,1592.7939316954473,43,0.33664318700904466,South,1,760.7552298102466,4707,2028-04-01,Pending,Supplier B
3015,C,3596.2602806050227,47,0.24123553495993327,East,3,140.78043833359686,4949,2028-04-02,Pending,Supplier B
3016,D,4664.725293676349,31,0.2746001928402984,South,3,-53.20834729838754,4877,2028-04-03,Pending,Supplier A
3017,A,2286.236792081945,12,0.04595141930281371,West,3,552.0563959987237,6373,2028-04-04,Returned,Supplier C
3018,B,2058.0241437118666,20,0.4537754595207079,South,3,10.288636268102493,2635,2028-04-05,Shipped,Supplier C
3019,B,4202.6363397193545,11,0.48568837760816974,East,3,617.1141388778933,3023,2028-04-06,Shipped,Supplier A
3020,D,2657.7087541563033,41,0.14628796648543296,South,3,1185.2740932766355,5422,2028-04-07,Delivered,Supplier A
3021,A,1548.2993909102202,15,0.4424300998581032,South,2,1979.9363692192255,1674,2028-04-08,Pending,Supplier A
3022,C,3312.2188221573288,16,0.13871870538543074,South,1,1755.0407653548227,8801,2028-04-09,Returned,Supplier C
3023,B,1217.9736686190895,23,0.45153053413448163,South,1,1145.5001626663634,1087,2028-04-10,Delivered,Supplier C
3024,B,2042.8353313871655,38,0.07254087989408897,North,2,281.5935076464792,7930,2028-04-11,Delivered,Supplier A
3025,B,1925.0116576112566,19,0.341401409361255,South,1,1938.3516024266073,9637,2028-04-12,Shipped,Supplier B
3026,A,3532.0975183200285,36,0.34764864677927226,West,1,304.09774147513076,6720,2028-04-13,Returned,Supplier C
3027,C,3456.32648386118,25,0.3390517538223684,North,5,1802.7200928756988,3393,2028-04-14,Pending,Supplier A
3028,C,2592.280246715266,5,0.21176053904187636,South,3,154.75523228775285,8123,2028-04-15,Returned,Supplier C
3029,D,1746.5897920704303,18,0.30264087178595206,South,5,514.9720886909474,7541,2028-04-16,Shipped,Supplier A
3030,C,3507.6726507957974,18,0.261817720231312,South,4,1559.099023701824,9994,2028-04-17,Delivered,Supplier C
3031,B,4771.529062554906,15,0.15450968646180235,East,5,486.0543296605895,3684,2028-04-18,Shipped,Supplier A
