"claim_id","claim_date","sale_id","repair_status"
"CL-3209","2020-11-28","OID-362321","Free Replaced"
"CL-3210","2020-11-28","OID-362345","Free Replaced"
"CL-3211","2020-11-28","OID-362405","Free Replaced"
"CL-3212","2020-11-28","OID-362406","Free Replaced"
"CL-3213","2020-11-28","OID-362419","Free Replaced"
"CL-3214","2020-11-28","OID-372994","Free Replaced"
"CL-3216","2021-03-31","OID-374456","Paid Repaired"
"CL-3217","2021-10-10","OID-374672","Paid Repaired"
"CL-3218","2020-12-15","OID-374707","Warranty Void"
"CL-3219","2021-02-27","OID-385604","Warranty Void"
"CL-3220","2020-12-29","OID-385898","Warranty Void"
"CL-3221","2021-04-15","OID-386034","Paid Repaired"
"CL-3222","2020-07-17","OID-397833","Warranty Void"
"CL-3223","2020-07-09","OID-397885","Warranty Void"
"CL-3224","2020-09-19","OID-423575","Warranty Void"
"CL-3225","2020-08-17","OID-423620","Warranty Void"
"CL-3226","2020-11-29","OID-110617","Free Replaced"
"CL-3228","2020-11-29","OID-361979","Free Replaced"
"CL-3229","2020-11-29","OID-372971","Free Replaced"
"CL-3230","2020-11-29","OID-373295","Free Replaced"
"CL-3231","2020-11-29","OID-373319","Free Replaced"
"CL-3232","2021-06-08","OID-373925","Paid Repaired"
"CL-3233","2021-01-15","OID-385465","Warranty Void"
"CL-3234","2021-01-31","OID-385479","Warranty Void"
"CL-3235","2021-06-18","OID-385742","Paid Repaired"
"CL-3236","2020-05-08","OID-397982","Warranty Void"
"CL-3238","2020-11-30","OID-361771","Free Replaced"
"CL-3239","2020-11-30","OID-361850","Free Replaced"
"CL-3240","2020-11-30","OID-361982","Free Replaced"
"CL-3241","2020-11-30","OID-362355","Free Replaced"
"CL-3242","2020-11-30","OID-362458","Free Replaced"
"CL-3243","2020-11-30","OID-373165","Free Replaced"
"CL-3244","2020-11-30","OID-373145","Free Replaced"
"CL-3245","2020-11-30","OID-373351","Free Replaced"
"CL-3246","2020-11-30","OID-373470","Free Replaced"
"CL-3247","2021-04-01","OID-385380","Warranty Void"
"CL-3248","2021-01-10","OID-385635","Warranty Void"
"CL-3249","2020-10-23","OID-385693","Warranty Void"
"CL-3250","2021-05-28","OID-385699","Paid Repaired"
"CL-3251","2021-04-26","OID-385856","Paid Repaired"
"CL-3252","2020-08-25","OID-385973","Warranty Void"
"CL-3253","2020-08-11","OID-386237","Warranty Void"
"CL-3254","2020-12-10","OID-398000","Paid Repaired"
"CL-3255","2020-12-01","OID-84049","Free Replaced"
"CL-3256","2020-12-01","OID-361738","Free Replaced"
"CL-3257","2020-12-01","OID-361882","Free Replaced"
"CL-3258","2020-12-01","OID-362056","Free Replaced"
"CL-3259","2020-12-01","OID-362088","Free Replaced"
"CL-3260","2020-12-01","OID-362141","Free Replaced"
"CL-3261","2020-12-01","OID-362170","Free Replaced"
"CL-3262","2020-12-01","OID-362227","Free Replaced"
"CL-3263","2020-12-01","OID-362306","Free Replaced"
"CL-3264","2020-12-01","OID-362368","Free Replaced"
"CL-3265","2020-12-01","OID-373187","Free Replaced"
"CL-3267","2020-12-01","OID-373208","Free Replaced"
"CL-3268","2020-12-01","OID-373209","Free Replaced"
"CL-3269","2020-12-01","OID-373220","Free Replaced"
"CL-3270","2020-12-01","OID-373275","Free Replaced"
"CL-3271","2020-12-01","OID-373409","Free Replaced"
"CL-3272","2021-04-10","OID-374028","Warranty Void"
"CL-3273","2021-02-22","OID-374386","Warranty Void"
"CL-3274","2021-05-10","OID-374402","Paid Repaired"
"CL-3275","2021-08-18","OID-385390","Paid Repaired"
"CL-3276","2021-01-16","OID-385483","Warranty Void"
"CL-3277","2020-09-18","OID-385781","Warranty Void"
"CL-3278","2020-10-20","OID-385817","Warranty Void"
"CL-3279","2020-10-08","OID-385916","Warranty Void"
"CL-3280","2020-11-08","OID-386221","Warranty Void"
"CL-3281","2020-12-02","OID-361590","Free Replaced"
"CL-3283","2020-12-02","OID-361880","Free Replaced"
"CL-3284","2020-12-02","OID-361892","Free Replaced"
"CL-3285","2020-12-02","OID-361999","Free Replaced"
"CL-3286","2020-12-02","OID-362043","Free Replaced"
"CL-3287","2020-12-02","OID-362116","Free Replaced"
"CL-3288","2020-12-02","OID-362190","Free Replaced"
"CL-3289","2020-12-02","OID-362215","Free Replaced"
"CL-3290","2020-12-02","OID-362243","Free Replaced"
"CL-3291","2020-12-02","OID-362347","Free Replaced"
"CL-3292","2021-11-24","OID-374184","Paid Repaired"
"CL-3293","2021-05-21","OID-374287","Paid Repaired"
"CL-3294","2021-06-08","OID-374718","Paid Repaired"
"CL-3295","2021-06-20","OID-385447","Paid Repaired"
"CL-3296","2021-02-25","OID-385792","Warranty Void"
"CL-3297","2020-10-20","OID-386213","Warranty Void"
"CL-3298","2020-09-27","OID-386265","Warranty Void"
"CL-3299","2020-08-26","OID-397763","Warranty Void"
"CL-3300","2020-11-10","OID-397894","Warranty Void"
"CL-3301","2020-12-03","OID-361598","Free Replaced"
"CL-3303","2020-12-03","OID-362029","Free Replaced"
"CL-3304","2020-12-03","OID-362117","Free Replaced"
"CL-3305","2020-12-03","OID-362310","Free Replaced"
"CL-3306","2020-12-03","OID-362426","Free Replaced"
"CL-3307","2020-12-03","OID-362434","Free Replaced"
"CL-3309","2020-12-03","OID-373459","Free Replaced"
"CL-3310","2021-06-30","OID-374320","Paid Repaired"
"CL-3311","2021-04-27","OID-374655","Paid Repaired"
"CL-3312","2021-04-25","OID-385341","Warranty Void"
"CL-3313","2021-04-18","OID-385929","Paid Repaired"
"CL-3314","2020-08-19","OID-386186","Warranty Void"
"CL-3315","2021-02-01","OID-386189","Paid Repaired"
"CL-3316","2020-12-04","OID-110529","Free Replaced"
"CL-3317","2020-12-04","OID-361573","Free Replaced"
"CL-3318","2020-12-04","OID-361647","Free Replaced"
"CL-3319","2020-12-04","OID-361915","Free Replaced"
"CL-3320","2020-12-04","OID-362287","Free Replaced"
"CL-3321","2020-12-04","OID-373119","Free Replaced"
"CL-3324","2020-12-04","OID-373339","Free Replaced"
"CL-3325","2021-08-23","OID-373961","Paid Repaired"
"CL-3326","2021-03-09","OID-385350","Warranty Void"
"CL-3327","2021-04-27","OID-385374","Warranty Void"
"CL-3328","2020-11-23","OID-385823","Warranty Void"
"CL-3329","2020-12-15","OID-386185","Warranty Void"
"CL-3330","2020-12-05","OID-361639","Free Replaced"
"CL-3331","2020-12-05","OID-361905","Free Replaced"
"CL-3332","2020-12-05","OID-362151","Free Replaced"
"CL-3333","2020-12-05","OID-362254","Free Replaced"
"CL-3334","2020-12-05","OID-362315","Free Replaced"
"CL-3335","2020-12-05","OID-362317","Free Replaced"
"CL-3336","2020-12-05","OID-362341","Free Replaced"
"CL-3337","2020-12-05","OID-362407","Free Replaced"
"CL-3338","2020-12-05","OID-373239","Free Replaced"
"CL-3339","2020-12-05","OID-373299","Free Replaced"
"CL-3340","2020-12-05","OID-373501","Free Replaced"
"CL-3341","2021-11-12","OID-374372","Paid Repaired"
"CL-3342","2021-05-22","OID-374468","Paid Repaired"
"CL-3343","2021-03-25","OID-385396","Warranty Void"
"CL-3344","2021-03-14","OID-385489","Warranty Void"
"CL-3345","2020-12-20","OID-385569","Warranty Void"
"CL-3346","2020-12-04","OID-385678","Warranty Void"
"CL-3347","2021-01-30","OID-385890","Warranty Void"
"CL-3348","2021-02-13","OID-385945","Warranty Void"
"CL-3349","2020-11-27","OID-386234","Warranty Void"
"CL-3350","2020-12-06","OID-83944","Free Replaced"
"CL-3351","2020-12-06","OID-361843","Free Replaced"
"CL-3352","2020-12-06","OID-362114","Free Replaced"
"CL-3355","2020-12-06","OID-373219","Free Replaced"
"CL-3356","2020-12-06","OID-373238","Free Replaced"
"CL-3357","2020-12-06","OID-373377","Free Replaced"
"CL-3358","2020-09-25","OID-374466","Warranty Void"
"CL-3359","2021-09-17","OID-374644","Paid Repaired"
"CL-3360","2021-01-19","OID-385534","Warranty Void"
"CL-3361","2020-08-20","OID-386142","Warranty Void"
"CL-3362","2020-12-07","OID-84058","Free Replaced"
"CL-3363","2020-12-07","OID-84144","Free Replaced"
"CL-3364","2020-12-07","OID-110743","Free Replaced"
"CL-3366","2020-12-07","OID-361649","Free Replaced"
"CL-3368","2020-12-07","OID-361916","Free Replaced"
"CL-3369","2020-12-07","OID-362024","Free Replaced"
"CL-3370","2020-12-07","OID-362077","Free Replaced"
"CL-3371","2020-12-07","OID-362367","Free Replaced"
"CL-3372","2020-12-07","OID-362427","Free Replaced"
"CL-3373","2020-12-07","OID-362475","Warranty Void"
"CL-3374","2020-12-07","OID-373040","Free Replaced"
"CL-3375","2020-12-07","OID-373210","Free Replaced"
"CL-3377","2020-12-07","OID-373245","Free Replaced"
"CL-3378","2020-12-07","OID-373259","Free Replaced"
"CL-3379","2020-12-07","OID-373292","Free Replaced"
"CL-3380","2020-12-07","OID-373457","Free Replaced"
"CL-3381","2020-12-07","OID-373458","Free Replaced"
"CL-3382","2021-09-05","OID-373924","Paid Repaired"
"CL-3383","2020-07-23","OID-374781","Warranty Void"
"CL-3384","2021-07-21","OID-385456","Paid Repaired"
"CL-3385","2021-06-23","OID-385657","Paid Repaired"
"CL-3386","2021-05-01","OID-385818","Paid Repaired"
"CL-3387","2021-01-28","OID-385974","Warranty Void"
"CL-3388","2020-11-05","OID-386002","Warranty Void"
"CL-3389","2020-09-24","OID-386254","Warranty Void"
"CL-3390","2020-10-20","OID-410528","Warranty Void"
"CL-3391","2020-12-08","OID-84153","Free Replaced"
"CL-3393","2020-12-08","OID-361962","Free Replaced"
"CL-3394","2020-12-08","OID-362184","Free Replaced"
"CL-3395","2020-12-08","OID-373056","Free Replaced"
"CL-3396","2020-12-08","OID-373253","Free Replaced"
"CL-3397","2020-12-08","OID-373293","Free Replaced"
"CL-3398","2021-01-20","OID-374205","Warranty Void"
"CL-3399","2021-03-26","OID-374542","Paid Repaired"
"CL-3400","2021-06-06","OID-385323","Warranty Void"
"CL-3401","2021-02-06","OID-386222","Paid Repaired"
"CL-3402","2020-12-07","OID-436408","Paid Repaired"
"CL-3403","2020-12-09","OID-361646","Free Replaced"
"CL-3405","2020-12-09","OID-361788","Free Replaced"
"CL-3406","2020-12-09","OID-361943","Free Replaced"
"CL-3407","2020-12-09","OID-361985","Free Replaced"
"CL-3408","2020-12-09","OID-362000","Free Replaced"
"CL-3409","2020-12-09","OID-362182","Free Replaced"
"CL-3410","2020-12-09","OID-362404","Free Replaced"
"CL-3411","2020-12-09","OID-373416","Free Replaced"
"CL-3412","2020-12-09","OID-373479","Free Replaced"
"CL-3413","2020-12-24","OID-374657","Warranty Void"
"CL-3414","2020-11-20","OID-374677","Warranty Void"
"CL-3415","2020-08-14","OID-374683","Warranty Void"
"CL-3416","2021-05-24","OID-385295","Warranty Void"
"CL-3417","2021-01-22","OID-385915","Warranty Void"
"CL-3418","2020-10-24","OID-385991","Warranty Void"
"CL-3419","2020-11-13","OID-386226","Warranty Void"
"CL-3420","2020-04-15","OID-436350","Warranty Void"
"CL-3421","2020-12-10","OID-84112","Free Replaced"
"CL-3422","2020-12-10","OID-361621","Free Replaced"
"CL-3423","2020-12-10","OID-362100","Free Replaced"
"CL-3424","2020-12-10","OID-362101","Free Replaced"
"CL-3425","2020-12-10","OID-362233","Free Replaced"
"CL-3426","2020-12-10","OID-362267","Free Replaced"
"CL-3427","2020-12-10","OID-362351","Free Replaced"
"CL-3428","2020-12-10","OID-372903","Free Replaced"
"CL-3429","2020-12-10","OID-373048","Free Replaced"
"CL-3430","2020-12-10","OID-373129","Free Replaced"
"CL-3431","2022-01-15","OID-374047","Paid Repaired"
"CL-3432","2020-11-26","OID-374616","Warranty Void"
"CL-3433","2021-08-12","OID-374775","Paid Repaired"
"CL-3434","2021-02-24","OID-385316","Warranty Void"
"CL-3435","2020-04-24","OID-410895","Warranty Void"
"CL-3436","2020-12-11","OID-361525","Free Replaced"
"CL-3437","2020-12-11","OID-361619","Free Replaced"
"CL-3438","2020-12-11","OID-362007","Free Replaced"
"CL-3439","2020-12-11","OID-362131","Free Replaced"
"CL-3440","2020-12-11","OID-372941","Free Replaced"
"CL-3441","2021-01-21","OID-374231","Warranty Void"
"CL-3442","2021-02-01","OID-385435","Warranty Void"
"CL-3443","2020-09-22","OID-385763","Warranty Void"
"CL-3444","2021-02-25","OID-385946","Paid Repaired"
"CL-3445","2021-01-17","OID-386161","Paid Repaired"
"CL-3446","2021-01-16","OID-386210","Paid Repaired"
"CL-3447","2020-11-04","OID-397792","Warranty Void"
"CL-3448","2020-10-06","OID-423564","Paid Repaired"
"CL-3449","2020-08-13","OID-436377","Warranty Void"
"CL-3450","2020-12-12","OID-83977","Free Replaced"
"CL-3451","2020-12-12","OID-84068","Free Replaced"
"CL-3452","2020-12-12","OID-361628","Free Replaced"
"CL-3453","2020-12-12","OID-361866","Free Replaced"
"CL-3454","2020-12-12","OID-361953","Free Replaced"
"CL-3455","2020-12-12","OID-362040","Free Replaced"
"CL-3456","2020-12-12","OID-373065","Free Replaced"
"CL-3457","2020-12-12","OID-372976","Free Replaced"
"CL-3459","2021-04-27","OID-374200","Paid Repaired"
"CL-3460","2021-09-08","OID-374379","Paid Repaired"
"CL-3461","2021-03-19","OID-374381","Paid Repaired"
"CL-3462","2021-09-07","OID-374416","Paid Repaired"
"CL-3463","2021-06-04","OID-374439","Paid Repaired"
"CL-3464","2020-09-12","OID-374522","Warranty Void"
"CL-3465","2021-03-17","OID-385643","Warranty Void"
"CL-3466","2021-01-24","OID-385748","Warranty Void"
"CL-3467","2020-11-03","OID-386018","Warranty Void"
"CL-3468","2020-10-30","OID-386076","Warranty Void"
"CL-3469","2020-09-12","OID-448946","Warranty Void"
"CL-3470","2020-12-13","OID-361575","Free Replaced"
"CL-3471","2020-12-13","OID-361629","Free Replaced"
"CL-3472","2020-12-13","OID-361891","Free Replaced"
"CL-3473","2020-12-13","OID-361894","Free Replaced"
"CL-3474","2020-12-13","OID-373072","Free Replaced"
"CL-3475","2020-12-13","OID-373425","Free Replaced"
"CL-3476","2021-04-24","OID-374458","Paid Repaired"
"CL-3477","2021-07-06","OID-385362","Paid Repaired"
"CL-3478","2020-12-24","OID-385409","Warranty Void"
"CL-3479","2021-07-08","OID-385448","Paid Repaired"
"CL-3480","2020-11-27","OID-385513","Warranty Void"
"CL-3481","2020-08-23","OID-397874","Warranty Void"
"CL-3482","2020-12-17","OID-398038","Paid Repaired"
"CL-3483","2020-06-18","OID-398097","Warranty Void"
"CL-3484","2021-02-24","OID-410621","Paid Repaired"
"CL-3485","2020-08-24","OID-410848","Warranty Void"
"CL-3486","2021-01-28","OID-423308","Paid Repaired"
"CL-3487","2020-12-14","OID-361586","Free Replaced"
"CL-3488","2020-12-14","OID-361674","Free Replaced"
"CL-3489","2020-12-14","OID-361720","Free Replaced"
"CL-3490","2020-12-14","OID-361848","Free Replaced"
"CL-3491","2020-12-14","OID-362382","Free Replaced"
"CL-3492","2020-12-14","OID-373207","Free Replaced"
"CL-3493","2020-12-17","OID-374533","Warranty Void"
"CL-3494","2021-04-16","OID-385745","Paid Repaired"
"CL-3495","2020-09-29","OID-385896","Warranty Void"
"CL-3496","2020-10-20","OID-386127","Warranty Void"
"CL-3497","2020-08-21","OID-423501","Warranty Void"
"CL-3498","2020-10-04","OID-448908","Warranty Void"
"CL-3499","2020-12-15","OID-83936","Free Replaced"
"CL-3500","2020-12-15","OID-110760","Free Replaced"
"CL-3501","2020-12-15","OID-361509","Free Replaced"
"CL-3503","2020-12-15","OID-361806","Free Replaced"
"CL-3504","2020-12-15","OID-362053","Free Replaced"
"CL-3505","2020-12-15","OID-362219","Free Replaced"
"CL-3506","2020-12-15","OID-362323","Free Replaced"
"CL-3508","2021-08-28","OID-374550","Paid Repaired"
"CL-3509","2021-06-08","OID-385291","Warranty Void"
"CL-3510","2021-06-28","OID-385367","Paid Repaired"
"CL-3511","2020-10-14","OID-386091","Warranty Void"
"CL-3512","2020-10-18","OID-386133","Warranty Void"
"CL-3513","2020-12-14","OID-397745","Warranty Void"
"CL-3515","2020-12-16","OID-361861","Free Replaced"
"CL-3516","2020-12-16","OID-361975","Free Replaced"
"CL-3517","2020-12-16","OID-362090","Free Replaced"
"CL-3518","2020-12-16","OID-362185","Free Replaced"
"CL-3519","2020-12-16","OID-362363","Free Replaced"
"CL-3520","2020-12-16","OID-373371","Free Replaced"
"CL-3521","2020-12-16","OID-373485","Free Replaced"
"CL-3522","2020-12-16","OID-373493","Free Replaced"
"CL-3523","2021-08-24","OID-374310","Paid Repaired"
"CL-3524","2020-12-23","OID-374552","Warranty Void"
"CL-3525","2021-06-06","OID-385344","Warranty Void"
"CL-3526","2021-03-09","OID-385399","Warranty Void"
"CL-3527","2021-04-30","OID-385899","Paid Repaired"
"CL-3528","2020-09-15","OID-386187","Warranty Void"
"CL-3529","2020-06-20","OID-398021","Warranty Void"
"CL-3530","2020-07-13","OID-410796","Warranty Void"
"CL-3531","2020-12-17","OID-110719","Free Replaced"
"CL-3532","2020-12-17","OID-361654","Free Replaced"
"CL-3533","2020-12-17","OID-361715","Free Replaced"
"CL-3534","2020-12-17","OID-361858","Free Replaced"
"CL-3535","2020-12-17","OID-373248","Free Replaced"
"CL-3536","2020-12-17","OID-373312","Free Replaced"
"CL-3537","2020-12-17","OID-373344","Free Replaced"
"CL-3538","2020-12-17","OID-373414","Free Replaced"
"CL-3539","2021-03-09","OID-374283","Warranty Void"
"CL-3540","2021-07-07","OID-385470","Paid Repaired"
"CL-3541","2021-06-27","OID-385491","Paid Repaired"
"CL-3542","2020-11-30","OID-385498","Warranty Void"
"CL-3543","2021-03-12","OID-385631","Warranty Void"
"CL-3544","2020-12-10","OID-385881","Warranty Void"
"CL-3545","2020-12-29","OID-385920","Warranty Void"
"CL-3546","2020-10-16","OID-385943","Warranty Void"
"CL-3547","2020-08-18","OID-385992","Warranty Void"
"CL-3548","2020-09-22","OID-410641","Warranty Void"
"CL-3549","2020-12-18","OID-110508","Free Replaced"
"CL-3550","2020-12-18","OID-362222","Free Replaced"
"CL-3551","2020-12-18","OID-362343","Free Replaced"
"CL-3552","2020-12-18","OID-362380","Warranty Void"
"CL-3553","2020-12-18","OID-373064","Free Replaced"
"CL-3556","2020-12-18","OID-373268","Free Replaced"
"CL-3557","2020-12-18","OID-373398","Free Replaced"
"CL-3558","2020-12-18","OID-373490","Free Replaced"
"CL-3559","2021-01-11","OID-385269","Warranty Void"
"CL-3560","2021-04-06","OID-385529","Warranty Void"
"CL-3561","2021-06-24","OID-385664","Paid Repaired"
"CL-3562","2021-04-25","OID-385793","Paid Repaired"
"CL-3563","2020-12-07","OID-385838","Warranty Void"
"CL-3564","2021-03-26","OID-386149","Paid Repaired"
"CL-3565","2021-01-16","OID-386204","Paid Repaired"
"CL-3566","2020-07-20","OID-398095","Warranty Void"
"CL-3567","2020-08-11","OID-423278","Warranty Void"
"CL-3568","2020-09-12","OID-449085","Warranty Void"
"CL-3569","2020-12-19","OID-110554","Free Replaced"
"CL-3570","2020-12-19","OID-361551","Free Replaced"
"CL-3571","2020-12-19","OID-361565","Free Replaced"
"CL-3572","2020-12-19","OID-361653","Free Replaced"
"CL-3573","2020-12-19","OID-362152","Free Replaced"
"CL-3574","2020-12-19","OID-362246","Free Replaced"
"CL-3575","2020-12-19","OID-373199","Free Replaced"
"CL-3576","2020-12-19","OID-373056","Free Replaced"
"CL-3578","2020-12-19","OID-373288","Free Replaced"
"CL-3579","2020-12-19","OID-373300","Free Replaced"
"CL-3580","2020-12-19","OID-373361","Free Replaced"
"CL-3581","2021-01-15","OID-385257","Warranty Void"
"CL-3582","2020-11-01","OID-386039","Warranty Void"
"CL-3583","2020-12-20","OID-83925","Free Replaced"
"CL-3584","2020-12-20","OID-361574","Free Replaced"
"CL-3585","2020-12-20","OID-361636","Free Replaced"
"CL-3586","2020-12-20","OID-361714","Free Replaced"
"CL-3587","2020-12-20","OID-361847","Free Replaced"
"CL-3588","2020-12-20","OID-362203","Free Replaced"
"CL-3589","2020-12-20","OID-362251","Free Replaced"
"CL-3590","2020-12-20","OID-362337","Free Replaced"
"CL-3592","2020-12-20","OID-373126","Free Replaced"
"CL-3593","2020-12-20","OID-373334","Free Replaced"
"CL-3594","2020-12-20","OID-373379","Free Replaced"
"CL-3595","2020-12-20","OID-373426","Free Replaced"
"CL-3596","2021-07-06","OID-374003","Paid Repaired"
"CL-3597","2020-11-12","OID-385849","Warranty Void"
"CL-3598","2020-08-22","OID-385930","Warranty Void"
"CL-3599","2020-11-11","OID-423349","Warranty Void"
"CL-3601","2020-12-21","OID-361974","Free Replaced"
"CL-3602","2020-12-21","OID-362096","Free Replaced"
"CL-3603","2020-12-21","OID-362113","Free Replaced"
"CL-3604","2020-12-21","OID-372954","Free Replaced"
"CL-3606","2020-12-21","OID-373249","Free Replaced"
"CL-3607","2020-12-21","OID-373378","Free Replaced"
"CL-3608","2020-12-21","OID-373503","Free Replaced"
"CL-3609","2022-01-07","OID-373859","Paid Repaired"
"CL-3610","2021-03-15","OID-385272","Warranty Void"
"CL-3611","2021-02-09","OID-385677","Warranty Void"
"CL-3612","2020-10-11","OID-386242","Warranty Void"
"CL-3613","2020-12-22","OID-110791","Free Replaced"
"CL-3616","2020-12-22","OID-361984","Free Replaced"
"CL-3617","2020-12-22","OID-362139","Free Replaced"
"CL-3618","2020-12-22","OID-362212","Free Replaced"
"CL-3619","2020-12-22","OID-373082","Free Replaced"
"CL-3620","2020-12-22","OID-373335","Free Replaced"
"CL-3621","2021-10-16","OID-373988","Paid Repaired"
"CL-3622","2020-12-14","OID-374527","Warranty Void"
"CL-3623","2020-10-13","OID-374534","Warranty Void"
"CL-3624","2021-05-12","OID-385310","Warranty Void"
"CL-3625","2021-03-10","OID-385458","Warranty Void"
"CL-3626","2021-02-21","OID-385913","Warranty Void"
"CL-3627","2020-12-05","OID-385968","Warranty Void"
"CL-3628","2020-12-01","OID-386261","Warranty Void"
"CL-3629","2020-12-23","OID-361930","Free Replaced"
"CL-3630","2020-12-23","OID-361983","Free Replaced"
"CL-3631","2020-12-23","OID-362030","Free Replaced"
"CL-3632","2020-12-23","OID-362167","Free Replaced"
"CL-3633","2020-12-23","OID-362270","Free Replaced"
"CL-3634","2020-12-23","OID-362360","Warranty Void"
"CL-3635","2020-12-23","OID-373078","Free Replaced"
"CL-3636","2020-12-23","OID-372893","Free Replaced"
"CL-3638","2020-12-23","OID-373286","Free Replaced"
"CL-3639","2021-01-24","OID-374012","Warranty Void"
"CL-3640","2020-09-06","OID-374414","Warranty Void"
"CL-3641","2021-04-04","OID-385747","Paid Repaired"
"CL-3642","2020-11-18","OID-385765","Warranty Void"
"CL-3643","2020-08-28","OID-386073","Warranty Void"
"CL-3644","2020-11-11","OID-386126","Warranty Void"
"CL-3645","2020-12-24","OID-361517","Free Replaced"
"CL-3647","2020-12-24","OID-362095","Free Replaced"
"CL-3648","2020-12-24","OID-362240","Free Replaced"
"CL-3649","2020-12-24","OID-373424","Free Replaced"
"CL-3650","2020-12-24","OID-373440","Free Replaced"
"CL-3651","2021-12-16","OID-374191","Paid Repaired"
"CL-3652","2021-01-01","OID-385299","Warranty Void"
"CL-3653","2021-08-09","OID-385308","Paid Repaired"
"CL-3654","2020-12-27","OID-385522","Warranty Void"
"CL-3655","2021-05-02","OID-385553","Paid Repaired"
"CL-3656","2021-07-13","OID-385573","Paid Repaired"
"CL-3657","2020-11-22","OID-385710","Warranty Void"
"CL-3658","2021-03-07","OID-386055","Paid Repaired"
"CL-3659","2020-09-28","OID-386262","Warranty Void"
"CL-3660","2020-12-25","OID-83946","Free Replaced"
"CL-3661","2020-12-25","OID-361655","Free Replaced"
"CL-3662","2020-12-25","OID-362145","Free Replaced"
"CL-3663","2020-12-25","OID-372872","Free Replaced"
"CL-3665","2021-02-24","OID-374049","Warranty Void"
"CL-3666","2020-12-15","OID-374097","Warranty Void"
"CL-3667","2021-05-05","OID-385280","Warranty Void"
"CL-3668","2020-10-16","OID-385650","Warranty Void"
"CL-3669","2020-09-03","OID-385905","Warranty Void"
"CL-3670","2020-10-17","OID-386026","Warranty Void"
"CL-3671","2021-01-17","OID-386203","Paid Repaired"
"CL-3672","2020-09-19","OID-397880","Warranty Void"
"CL-3673","2020-12-26","OID-361873","Free Replaced"
"CL-3674","2020-12-26","OID-361973","Free Replaced"
"CL-3675","2020-12-26","OID-362036","Free Replaced"
"CL-3676","2020-12-26","OID-362153","Free Replaced"
"CL-3677","2020-12-26","OID-362155","Free Replaced"
"CL-3678","2020-12-26","OID-362250","Free Replaced"
"CL-3679","2020-12-26","OID-362325","Warranty Void"
"CL-3680","2020-12-26","OID-373124","Free Replaced"
"CL-3681","2020-12-26","OID-373006","Free Replaced"
"CL-3682","2020-12-26","OID-373130","Free Replaced"
"CL-3683","2020-12-26","OID-373420","Free Replaced"
"CL-3684","2022-02-06","OID-374082","Paid Repaired"
"CL-3685","2021-02-03","OID-374489","Warranty Void"
"CL-3686","2021-05-07","OID-385577","Paid Repaired"
"CL-3687","2020-11-26","OID-386031","Warranty Void"
"CL-3688","2021-01-07","OID-386217","Paid Repaired"
"CL-3689","2020-12-14","OID-397959","Paid Repaired"
"CL-3690","2020-10-01","OID-410620","Warranty Void"
"CL-3691","2020-12-27","OID-84194","Free Replaced"
"CL-3693","2020-12-27","OID-373165","Free Replaced"
"CL-3694","2020-12-27","OID-373314","Free Replaced"
"CL-3695","2020-12-27","OID-373412","Free Replaced"
"CL-3696","2021-10-30","OID-373989","Paid Repaired"
"CL-3697","2021-05-04","OID-374074","Warranty Void"
"CL-3698","2021-03-10","OID-374399","Paid Repaired"
"CL-3699","2021-09-17","OID-374519","Paid Repaired"
"CL-3700","2021-03-28","OID-385334","Warranty Void"
"CL-3701","2021-05-26","OID-385443","Paid Repaired"
"CL-3702","2021-01-18","OID-385642","Warranty Void"
"CL-3703","2020-11-14","OID-386206","Warranty Void"
"CL-3704","2020-10-05","OID-410569","Warranty Void"
"CL-3705","2020-06-17","OID-449065","Warranty Void"
"CL-3706","2020-12-28","OID-110631","Free Replaced"
"CL-3707","2020-12-28","OID-361582","Free Replaced"
"CL-3708","2020-12-28","OID-362111","Free Replaced"
"CL-3709","2020-12-28","OID-372876","Free Replaced"
"CL-3711","2020-12-28","OID-373395","Free Replaced"
"CL-3712","2021-08-20","OID-374226","Paid Repaired"
"CL-3713","2021-01-05","OID-385364","Warranty Void"
"CL-3714","2020-12-22","OID-385412","Warranty Void"
"CL-3715","2020-12-29","OID-361437","Free Replaced"
"CL-3717","2020-12-29","OID-361942","Free Replaced"
"CL-3718","2020-12-29","OID-362042","Free Replaced"
"CL-3719","2020-12-29","OID-362049","Free Replaced"
"CL-3720","2020-12-29","OID-362123","Free Replaced"
"CL-3721","2020-12-29","OID-362216","Free Replaced"
"CL-3722","2020-12-29","OID-362281","Free Replaced"
"CL-3723","2020-12-29","OID-372810","Free Replaced"
"CL-3724","2020-12-29","OID-372905","Free Replaced"
"CL-3725","2020-12-29","OID-372943","Free Replaced"
"CL-3727","2021-09-02","OID-374352","Paid Repaired"
"CL-3728","2021-03-08","OID-385393","Warranty Void"
"CL-3729","2020-09-20","OID-386084","Warranty Void"
"CL-3730","2020-07-15","OID-397812","Warranty Void"
"CL-3731","2020-08-17","OID-410785","Warranty Void"
"CL-3734","2020-12-30","OID-362265","Free Replaced"
"CL-3735","2020-12-30","OID-372985","Free Replaced"
"CL-3737","2020-12-30","OID-373402","Free Replaced"
"CL-3738","2020-12-30","OID-373447","Free Replaced"
"CL-3739","2020-12-30","OID-373466","Free Replaced"
"CL-3740","2021-06-14","OID-374025","Paid Repaired"
"CL-3741","2020-10-28","OID-374684","Warranty Void"
"CL-3742","2021-05-14","OID-374739","Paid Repaired"
